ID,price_usd,surface_total,expenses
4937,90792.0,36,0.0
2091,235000.0,75,0.0
10515,320000.0,235,0.0
1794,98000.0,32,0.0
8999,440000.0,191,9500.0
8248,82500.0,47,0.0
9558,369000.0,294,0.0
1971,219000.0,63,4000.0
4809,1111111.0,179,0.0
3416,110000.0,48,2900.0
1532,445000.0,124,0.0
9567,259900.0,260,0.0
8649,114000.0,38,2000.0
4313,250000.0,62,0.0
428,750000.0,298,27500.0
8974,149000.0,47,0.0
379,650000.0,210,0.0
9266,150000.0,79,0.0
7367,64000.0,20,0.0
6700,122000.0,38,3400.0
4568,215000.0,59,2567.0
4635,303000.0,97,0.0
1742,245000.0,90,0.0
3948,235000.0,89,4600.0
5841,225000.0,315,0.0
8878,143000.0,60,0.0
3574,508000.0,105,0.0
5991,57000.0,28,0.0
5926,125000.0,81,2100.0
496,425000.0,63,0.0
1090,200000.0,86,0.0
6112,160000.0,76,6700.0
9866,108000.0,52,0.0
4422,240000.0,72,0.0
9316,220000.0,76,0.0
4197,320000.0,139,0.0
5761,112000.0,65,0.0
8697,116000.0,46,0.0
3655,298000.0,164,0.0
9402,548000.0,459,0.0
9251,169000.0,77,0.0
1011,121000.0,37,0.0
8648,128000.0,49,0.0
8630,570000.0,154,0.0
2914,75000.0,27,0.0
3910,598000.0,309,5600.0
1403,312000.0,98,9500.0
3368,165000.0,49,3300.0
1883,89000.0,22,0.0
10282,820000.0,340,0.0
8983,79000.0,29,0.0
8650,205000.0,65,2000.0
4324,260000.0,130,0.0
9124,150051.0,63,0.0
8707,144770.0,54,0.0
7928,99999.0,38,0.0
1849,98000.0,33,0.0
3057,410000.0,248,0.0
6904,190000.0,96,0.0
6057,295000.0,188,0.0
5885,189900.0,177,0.0
3550,460000.0,157,0.0
8325,330000.0,107,0.0
865,710000.0,321,0.0
4368,370000.0,153,0.0
1975,700000.0,260,0.0
4801,129000.0,35,0.0
10305,110000.0,37,1984.0
10550,95700.0,50,0.0
2004,900000.0,199,0.0
1802,1400000.0,237,0.0
2668,270000.0,47,5000.0
1710,178500.0,58,0.0
6687,219000.0,80,0.0
361,113000.0,43,0.0
4721,350000.0,137,0.0
2978,72000.0,38,1200.0
7705,128000.0,44,0.0
6139,108000.0,42,0.0
1055,525000.0,150,0.0
2413,101650.0,36,0.0
1078,108000.0,37,0.0
7896,114000.0,57,0.0
1960,229000.0,75,0.0
3792,598000.0,250,0.0
6797,750000.0,206,0.0
994,520000.0,164,8640.0
9811,70000.0,26,0.0
1004,140000.0,53,0.0
1998,280000.0,64,5400.0
3632,446193.0,71,0.0
2646,730000.0,206,13000.0
4282,240000.0,68,0.0
2521,517000.0,136,0.0
6101,102000.0,35,0.0
4034,210000.0,61,0.0
5908,295000.0,101,0.0
8879,110000.0,42,0.0
3197,122000.0,41,0.0
3041,125000.0,44,0.0
1600,499000.0,245,0.0
3796,480000.0,196,0.0
8298,170000.0,57,0.0
2672,105000.0,36,0.0
1227,135000.0,58,0.0
6712,565000.0,186,0.0
144,120000.0,58,0.0
43,120000.0,62,0.0
5848,190000.0,90,0.0
4814,250000.0,62,0.0
9322,339000.0,320,0.0
972,125000.0,4394,0.0
10544,365000.0,231,0.0
10293,180000.0,61,0.0
10349,211435.0,71,0.0
8811,142000.0,59,0.0
9643,118000.0,40,0.0
3311,135000.0,58,2900.0
2574,310000.0,74,0.0
3838,320000.0,105,6500.0
8499,100000.0,35,0.0
2908,330000.0,100,0.0
264,295000.0,116,0.0
1916,890000.0,245,0.0
4374,225000.0,50,0.0
1087,100000.0,31,0.0
10093,90000.0,37,0.0
4204,220000.0,76,3400.0
6537,91500.0,38,0.0
8851,77315.0,34,0.0
10313,187000.0,70,0.0
3833,880000.0,340,0.0
3294,150000.0,65,0.0
7209,85715.0,54,0.0
5134,230000.0,44,0.0
4874,328000.0,300,0.0
1944,93000.0,30,0.0
3090,74000.0,30,2000.0
614,735000.0,350,19500.0
5389,79000.0,40,0.0
7148,79000.0,35,0.0
2602,315000.0,85,0.0
11,109000.0,53,2300.0
297,280000.0,114,0.0
10392,519000.0,385,0.0
4711,475000.0,168,0.0
9238,320000.0,450,0.0
1559,700000.0,259,0.0
7892,495000.0,222,0.0
1634,155000.0,27,0.0
1498,290000.0,70,8000.0
6275,850000.0,502,0.0
9585,300000.0,176,0.0
7885,53500.0,18,0.0
6556,75000.0,42,0.0
2557,1750000.0,250,0.0
4211,160000.0,62,0.0
6135,182000.0,67,0.0
7365,64000.0,20,0.0
1051,350000.0,170,0.0
4016,760000.0,184,0.0
9564,139000.0,56,0.0
10221,305000.0,90,4500.0
5400,295000.0,90,0.0
1429,432800.0,88,0.0
10560,75000.0,60,0.0
1862,416000.0,109,7900.0
8222,389000.0,219,3500.0
8914,340000.0,102,0.0
3776,135000.0,46,0.0
9083,150000.0,64,0.0
9418,385000.0,195,0.0
2436,195000.0,68,0.0
4750,220000.0,62,2200.0
1844,255000.0,94,0.0
2140,350000.0,96,0.0
2862,89000.0,30,0.0
2640,369000.0,280,0.0
4032,139000.0,42,0.0
4840,213000.0,60,0.0
6764,1350000.0,386,0.0
775,295000.0,71,0.0
5637,130000.0,35,0.0
3092,67500.0,29,0.0
859,186240.0,47,0.0
8017,63000.0,23,0.0
5103,650000.0,131,3000.0
596,480000.0,166,0.0
5358,75000.0,35,0.0
3318,159000.0,59,2800.0
5256,125000.0,78,0.0
7758,47900.0,18,0.0
2779,345000.0,75,0.0
9473,459000.0,202,0.0
141,62000.0,35,0.0
6043,250000.0,133,0.0
3236,85000.0,26,1500.0
7933,214000.0,70,0.0
3275,135000.0,66,0.0
9497,410000.0,268,0.0
1185,90900.0,31,0.0
799,129200.0,38,0.0
5370,140000.0,54,0.0
4272,255000.0,70,4000.0
127,250000.0,45,0.0
744,120000.0,46,0.0
3375,155000.0,55,5260.0
4131,267000.0,104,3500.0
9648,360000.0,140,0.0
345,155000.0,73,0.0
8920,199000.0,100,0.0
1326,260000.0,126,8232.0
7829,124000.0,57,0.0
5381,155000.0,65,2300.0
7153,290000.0,156,0.0
4401,195000.0,43,7000.0
6640,239000.0,130,3500.0
4762,1890000.0,225,30000.0
4673,79500.0,29,1852.0
8262,200000.0,88,3850.0
7995,110000.0,40,0.0
2799,120000.0,38,4500.0
9964,249000.0,125,0.0
8359,125000.0,43,0.0
1000,245000.0,80,7332.0
7347,250000.0,112,8100.0
5166,155000.0,34,0.0
3837,112500.0,25,0.0
2821,139000.0,30,0.0
8625,115000.0,36,0.0
667,485000.0,158,12000.0
6657,480000.0,322,0.0
18,138900.0,49,0.0
7382,80000.0,25,0.0
7177,105000.0,59,2860.0
8954,119500.0,42,0.0
6142,62000.0,45,0.0
1332,339000.0,54,5000.0
2372,280000.0,76,0.0
4183,175000.0,49,2300.0
8080,199900.0,75,0.0
52,73000.0,35,0.0
1660,270000.0,70,0.0
7226,120000.0,50,0.0
7498,140000.0,63,3200.0
3382,150000.0,44,0.0
2329,3200000.0,600,0.0
5230,176500.0,71,0.0
862,164900.0,44,0.0
9108,134640.0,64,0.0
734,195000.0,51,0.0
10289,310000.0,68,5500.0
4614,595000.0,200,0.0
8419,380000.0,140,0.0
4862,118000.0,40,0.0
7065,440000.0,163,0.0
2710,430000.0,110,0.0
569,274000.0,90,2500.0
5015,78000.0,40,0.0
3056,170000.0,59,4200.0
1597,108000.0,40,2900.0
8651,116000.0,39,0.0
1877,215000.0,80,0.0
1649,155000.0,48,0.0
729,285000.0,61,0.0
4461,240000.0,50,0.0
3700,1250000.0,240,0.0
1213,69000.0,30,0.0
873,750000.0,236,15062.0
4610,180000.0,100,0.0
2912,82000.0,27,0.0
5312,108000.0,43,0.0
6495,125000.0,58,3152.0
2841,322000.0,113,0.0
8609,351000.0,142,0.0
4107,330000.0,110,0.0
1407,793329.0,168,0.0
7123,89000.0,33,0.0
9616,655000.0,202,13000.0
3333,450000.0,173,0.0
4402,130000.0,35,0.0
2594,520000.0,146,0.0
1059,197000.0,66,0.0
4507,269000.0,105,0.0
6761,1130000.0,454,0.0
9284,169500.0,100,3500.0
32,85000.0,39,1912.0
2005,243500.0,90,0.0
4944,142000.0,63,0.0
4055,260000.0,106,0.0
2723,199900.0,72,0.0
3797,1900000.0,383,0.0
2401,239000.0,51,0.0
2769,780000.0,160,12000.0
4513,285000.0,103,0.0
8740,147000.0,55,0.0
6056,80000.0,45,0.0
10430,150000.0,78,0.0
9693,225000.0,75,0.0
4662,460000.0,270,0.0
3398,133851.0,50,0.0
2031,145000.0,48,2800.0
678,234000.0,85,0.0
4432,198000.0,84,0.0
7027,390000.0,109,0.0
9281,115000.0,57,0.0
8266,88000.0,39,0.0
1110,198000.0,90,0.0
10312,179000.0,61,0.0
2193,850000.0,267,15000.0
419,116000.0,47,1500.0
9592,203840.0,76,0.0
10127,75000.0,25,0.0
3921,420000.0,102,0.0
2681,175000.0,49,2600.0
7931,305000.0,77,0.0
7541,240000.0,84,0.0
9626,91000.0,46,0.0
8345,345000.0,170,0.0
4880,72000.0,38,1000.0
2715,790000.0,155,0.0
9808,480000.0,262,0.0
7288,182000.0,90,2600.0
684,320000.0,99,4100.0
7267,170000.0,73,4100.0
31,92000.0,34,1500.0
6779,615000.0,204,0.0
1842,200000.0,87,0.0
7020,300000.0,100,0.0
3099,198500.0,89,0.0
9027,365000.0,130,0.0
2667,110000.0,40,1300.0
6615,95000.0,50,0.0
5168,2000000.0,195,0.0
3717,370000.0,149,0.0
4262,198000.0,60,0.0
6465,10017.0,92,0.0
1252,55000.0,28,0.0
7704,250000.0,81,500.0
8547,89900.0,36,1800.0
6616,375000.0,180,0.0
5771,90000.0,50,1800.0
8955,119000.0,42,0.0
2068,177000.0,52,0.0
6590,81000.0,28,0.0
7964,342000.0,123,0.0
9580,105000.0,42,1100.0
9160,126000.0,101,0.0
7897,195000.0,73,0.0
6578,346000.0,147,0.0
5115,430000.0,70,0.0
9752,52000.0,100,0.0
3867,199999.0,47,0.0
1153,370000.0,114,7200.0
8633,149000.0,47,3200.0
8190,89500.0,34,1700.0
6626,135000.0,69,500.0
6621,800000.0,456,0.0
10203,190000.0,50,4500.0
6197,90000.0,37,500.0
2829,310000.0,129,0.0
2595,360000.0,102,0.0
8351,198000.0,64,0.0
5262,100000.0,57,0.0
3362,515000.0,163,13000.0
2564,295000.0,147,0.0
4344,208000.0,54,0.0
10021,72000.0,44,1800.0
8917,1100000.0,590,0.0
4854,668000.0,240,0.0
2198,1050000.0,210,0.0
1288,108000.0,40,3900.0
7735,158000.0,75,0.0
761,860000.0,602,22497.0
2748,127000.0,48,2500.0
8639,519000.0,163,0.0
4991,355000.0,127,0.0
1775,316000.0,56,0.0
8658,128000.0,49,0.0
3782,138000.0,45,0.0
3220,98000.0,33,2000.0
7757,92000.0,37,0.0
9142,295000.0,229,0.0
9989,127000.0,44,2200.0
10409,135500.0,63,0.0
912,420000.0,210,0.0
2138,280000.0,90,0.0
2403,135000.0,59,0.0
3018,150000.0,98,0.0
5838,299900.0,196,0.0
1157,219000.0,71,5000.0
1209,258000.0,153,0.0
9498,410000.0,268,0.0
4190,140000.0,44,0.0
111,150000.0,65,0.0
3660,162000.0,32,4700.0
4883,126000.0,76,0.0
6250,465000.0,325,0.0
9657,130000.0,58,0.0
1689,270000.0,150,4300.0
7616,163000.0,52,0.0
10121,75000.0,46,0.0
894,110000.0,30,0.0
3108,619000.0,250,3600.0
3835,340000.0,120,0.0
711,139000.0,53,2600.0
1566,2250000.0,336,0.0
4676,460000.0,200,0.0
630,259000.0,95,0.0
6311,67000.0,25,1000.0
9147,130000.0,59,1500.0
9024,92000.0,33,0.0
7894,318000.0,168,0.0
1584,218000.0,54,0.0
8043,185000.0,77,0.0
860,299000.0,96,0.0
2334,158000.0,60,0.0
5401,140000.0,56,0.0
2954,148000.0,47,1300.0
220,161500.0,76,0.0
1543,940000.0,450,0.0
2399,125000.0,32,0.0
2596,360000.0,142,0.0
436,142000.0,55,2300.0
895,119000.0,53,0.0
3080,159000.0,86,0.0
9953,162900.0,77,0.0
6850,880000.0,373,0.0
9678,175000.0,66,0.0
1456,261999.00000000003,90,0.0
2662,98000.0,28,1700.0
2729,875000.0,190,0.0
5060,1900000.0,190,19000.0
1554,188000.0,71,0.0
9170,176510.0,87,0.0
8628,339000.0,113,0.0
5169,537974.0,61,0.0
2560,500000.0,147,0.0
8794,110250.0,42,0.0
2272,198000.0,48,2100.0
1237,110000.0,60,1600.0
9069,142000.0,50,0.0
5316,103000.0,53,0.0
3066,192000.0,78,0.0
3825,270000.0,49,0.0
5047,1450000.0,240,0.0
7657,149000.0,65,0.0
9074,126480.0,64,0.0
10486,195000.0,75,0.0
3239,185000.0,70,2800.0
2988,245000.0,66,0.0
3877,185000.0,100,0.0
5976,98000.0,49,0.0
3758,249000.0,94,0.0
6451,78000.0,35,0.0
1310,550000.0,98,0.0
4385,117000.0,45,0.0
2540,469000.0,97,0.0
3499,530000.0,211,0.0
1404,312000.0,98,9500.0
3351,106000.0,38,0.0
2065,980000.0,161,12285.0
8588,279000.0,129,0.0
3085,295000.0,120,6900.0
2314,125000.0,36,2000.0
7333,320000.0,250,0.0
9703,125000.0,58,3100.0
3086,185000.0,73,4700.0
6540,170000.0,66,0.0
1188,75000.0,56,1325.0
5709,93000.0,41,0.0
191,84900.0,40,0.0
8256,220000.0,94,0.0
7397,65000.0,25,0.0
9005,88700.0,41,0.0
6144,440000.0,228,0.0
9000,110000.0,42,0.0
1880,229000.0,63,4000.0
6746,880000.0,336,0.0
9898,127356.0,41,0.0
8440,176428.0,68,0.0
5048,1490000.0,187,0.0
2010,1050000.0,233,0.0
2610,130000.0,30,0.0
5018,94500.0,43,0.0
4779,200000.0,80,0.0
8407,119000.0,57,0.0
802,228000.0,80,0.0
5156,4000000.0,395,0.0
6388,75000.0,35,0.0
3826,265000.0,89,0.0
5011,240000.0,104,0.0
7694,420000.0,155,0.0
2319,575000.0,117,0.0
8081,145900.0,45,0.0
917,765000.0,247,0.0
3346,67500.0,26,0.0
5579,110000.0,55,0.0
4426,250000.0,94,0.0
1205,85000.0,50,3066.0
15,295000.0,167,6200.0
5186,475000.0,90,0.0
1943,370000.0,125,0.0
8875,250000.0,200,0.0
4781,171000.0,63,0.0
9849,132000.0,71,0.0
8488,219000.0,90,0.0
1374,270000.0,185,5400.0
1881,840000.0,208,9000.0
967,475000.0,250,0.0
8417,117000.0,41,1400.0
6946,450000.0,170,0.0
8239,174000.0,75,0.0
9526,165000.0,93,0.0
7047,250000.0,79,0.0
324,140000.0,46,0.0
1670,1750000.0,250,0.0
1516,99500.0,40,2700.0
3503,375000.0,112,0.0
9737,95000.0,40,0.0
943,650000.0,230,0.0
7260,99000.0,59,0.0
2946,590000.0,93,6500.0
818,250000.0,78,0.0
7774,118000.0,41,0.0
4908,145000.0,60,2500.0
10167,110000.0,53,0.0
8884,95000.0,40,0.0
1875,275000.0,79,0.0
9599,120000.0,60,2500.0
1892,3000000.0,315,0.0
6980,790000.0,250,0.0
2820,140000.0,29,0.0
8099,113000.0,38,0.0
8953,262000.0,84,0.0
1261,90000.0,52,0.0
4805,340000.0,114,0.0
626,91000.0,34,0.0
5633,175000.0,116,0.0
7567,128700.0,57,0.0
4595,345000.0,78,0.0
3649,430000.0,162,0.0
7604,82999.0,33,0.0
3225,74500.0,25,0.0
6561,100000.0,70,0.0
4326,359000.0,200,0.0
387,470000.0,103,10000.0
5663,145000.0,47,2800.0
3689,650000.0,268,0.0
5200,1500000.0,235,0.0
1677,1300000.0,250,0.0
5202,980000.0,185,17000.0
1452,210999.0,48,0.0
478,620000.0,218,0.0
5210,1250000.0,187,0.0
9139,270000.0,118,5000.0
8185,430000.0,156,0.0
6555,150000.0,63,0.0
444,680000.0,250,0.0
4984,139000.0,68,1000.0
12,72500.0,28,0.0
2730,379000.0,103,0.0
732,255000.0,75,0.0
7394,130000.0,79,5500.0
9318,350000.0,225,8000.0
10291,153000.0,42,2500.0
7002,239900.0,86,0.0
4413,310000.0,128,0.0
938,245000.0,61,0.0
8238,174000.0,75,0.0
3913,795000.0,270,16000.0
8476,118000.0,50,0.0
9773,105000.0,46,0.0
